"","x"
"637","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"638","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"639","RT @g3hEtTpeeH59jB7: 돼지열병 차단하려 잡은 야생멧돼지 70%가 식용으로 자가소비하고 있다고 합니다. 
ASF 확산방지를 위해 엽사분들과 시민여러분의 도움이 절실히 필요합니다. 
정부 및 지자체의 노력을 헛되지 않게 도와주십시요!!!…"
"640","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"641","RT @son5959: 돼지열병 발생부터 사후처리 과정을 보면 이재명은 행정가로서는 능력이 빵점이다.
일 잘한다는 새끼들 전부 니들 손가락으로 니들 눈 찔러라,"
"642","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"643","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"644","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"645","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"646","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"647","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"648","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"649","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"650","RT @110callcenter: @cSUEEAgAblBvcQG 해외 관련 전문 기구 '국제수역사무국'에서는 아프리카돼지열병은 인간에게 어떤 위험요소가 아니라고 명시했으며, 유럽식품안전국에서도 사람은 아프리카돼지열병에 감염되거나 질병이 발생하지 않는…"
"651","RT @son5959: 돼지열병 발생부터 사후처리 과정을 보면 이재명은 행정가로서는 능력이 빵점이다.
일 잘한다는 새끼들 전부 니들 손가락으로 니들 눈 찔러라,"
"652","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"653","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"654","RT @son5959: 돼지열병 발생부터 사후처리 과정을 보면 이재명은 행정가로서는 능력이 빵점이다.
일 잘한다는 새끼들 전부 니들 손가락으로 니들 눈 찔러라,"
"655","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"656","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"657","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"658","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"659","RT @son5959: 돼지열병 발생부터 사후처리 과정을 보면 이재명은 행정가로서는 능력이 빵점이다.
일 잘한다는 새끼들 전부 니들 손가락으로 니들 눈 찔러라,"
"660","RT @wineglass33: 그 돼지 왜 죽었는지 알면 이런 글 지껄일 수 없을텐데?
국민은 양심이 없니?
북 돼지열병 문제없다 방관한게 누구니?
문재인과 그 수하들 아니니?
어처구니가 없다. https://t.co/xhDkwdIIUG"
"661","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"662","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"663","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"664","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"665","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"666","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"667","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"668","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"669","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"670","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"671","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"672","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"673","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"674","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"675","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"676","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"677","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"678","중국 돼지열병에 이젠 흑사병이라니?  윽"
"679","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"680","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"681","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"682","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"683","RT @g3hEtTpeeH59jB7: 돼지열병 차단하려 잡은 야생멧돼지 70%가 식용으로 자가소비하고 있다고 합니다. 
ASF 확산방지를 위해 엽사분들과 시민여러분의 도움이 절실히 필요합니다. 
정부 및 지자체의 노력을 헛되지 않게 도와주십시요!!!…"
"684","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"685","RT @JUDGE07062007: 연천돼지 살처분 핏물 유출로 수질에 영향있어? 당연지사. 그런데 돼지열병은 사람에게 전염되지 않는다며 돼지고기 먹어도 괜찮다 하는데, 그렇다면 왜 돼지 수만마리를 살처분했는가? 돼지 잡아서 고기로 먹으라하지 않고?…"
"686","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"687","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"688","돼지열병에 흑사병까지....가지가지 하네"
"689","RT @gracehwang1970: ""한번도 경험해보지못한 대한민국""을 무능한 #문재인 이 달성하는 중이다. #아프리카돼지열병 #ASF 은 중국과 북한에서 #문재인 에게 안겨준 골칫덩어리이다. 임진강 지류마져 뻘건피로 물들게하는 재앙. 저 돼지피와…"
"690","연천돼지 살처분 핏물 유출로 수질에 영향있어? 당연지사. 그런데 돼지열병은 사람에게 전염되지 않는다며 돼지고기 먹어도 괜찮다 하는데, 그렇다면 왜 돼지 수만마리를 살처분했는가? 돼지 잡아서 고기로 먹으라하지… https://t.co/FNJq5rW2EZ"
"691","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"692","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
